0	0	0.024790	-0.024790
1	0	0.027733	-0.071426
2	0	0.033653	-0.109268
3	0	0.042473	-0.132714
4	0	0.053693	-0.137054
5	0	0.065965	-0.119705
6	0	0.076812	-0.081783
7	0	0.083166	-0.029051
8	0	0.083166	0.029051
9	0	0.076812	0.081783
10	0	0.065965	0.119705
11	0	0.053693	0.137054
12	0	0.042473	0.132714
13	0	0.033653	0.109268
14	0	0.027733	0.071426
15	0	0.024790	0.024790

0	1	0.071426	-0.027733
1	1	0.080221	-0.080221
2	1	0.098061	-0.123664
3	1	0.125020	-0.151819
4	1	0.160029	-0.158745
5	1	0.199319	-0.140276
6	1	0.234929	-0.096594
7	1	0.255851	-0.034420
8	1	0.255851	0.034420
9	1	0.234929	0.096594
10	1	0.199319	0.140276
11	1	0.160029	0.158745
12	1	0.125020	0.151819
13	1	0.098061	0.123664
14	1	0.080221	0.080221
15	1	0.071426	0.027733

0	2	0.109268	-0.033653
1	2	0.123664	-0.098061
2	2	0.153348	-0.153348
3	2	0.199516	-0.192153
4	2	0.262082	-0.205830
5	2	0.336354	-0.186062
6	2	0.407735	-0.129897
7	2	0.449457	-0.046453
8	2	0.449457	0.046453
9	2	0.407735	0.129897
10	2	0.336354	0.186062
11	2	0.262082	0.205830
12	2	0.199516	0.192153
13	2	0.153348	0.153348
14	2	0.123664	0.098061
15	2	0.109268	0.033653

0	3	0.132714	-0.042473
1	3	0.151819	-0.125020
2	3	0.192153	-0.199516
3	3	0.257615	-0.257615
4	3	0.352431	-0.286359
5	3	0.476278	-0.268244
6	3	0.610201	-0.190480
7	3	0.684786	-0.067950
8	3	0.684786	0.067950
9	3	0.610201	0.190480
10	3	0.476278	0.268244
11	3	0.352431	0.286359
12	3	0.257615	0.257615
13	3	0.192153	0.199516
14	3	0.151819	0.125020
15	3	0.132714	0.042473

0	4	0.137054	-0.053693
1	4	0.158745	-0.160029
2	4	0.205830	-0.262082
3	4	0.286359	-0.352431
4	4	0.413748	-0.413748
5	4	0.606127	-0.410074
6	4	0.872004	-0.295828
7	4	0.994700	-0.102818
8	4	0.994700	0.102818
9	4	0.872004	0.295828
10	4	0.606127	0.410074
11	4	0.413748	0.413748
12	4	0.286359	0.352431
13	4	0.205830	0.262082
14	4	0.158745	0.160029
15	4	0.137054	0.053693

0	5	0.119705	-0.065965
1	5	0.140276	-0.199319
2	5	0.186062	-0.336354
3	5	0.268244	-0.476278
4	5	0.410074	-0.606127
5	5	0.662478	-0.662478
6	5	0.856511	-0.479939
7	5	0.957201	-0.150310
8	5	0.957201	0.150310
9	5	0.856511	0.479939
10	5	0.662478	0.662478
11	5	0.410074	0.606127
12	5	0.268244	0.476278
13	5	0.186062	0.336354
14	5	0.140276	0.199319
15	5	0.119705	0.065965

0	6	0.081783	-0.076812
1	6	0.096594	-0.234929
2	6	0.129897	-0.407735
3	6	0.190480	-0.610201
4	6	0.295828	-0.872004
5	6	0.479939	-0.856511
6	6	0.513881	-0.513881
7	6	0.550284	-0.168792
8	6	0.550284	0.168792
9	6	0.513881	0.513881
10	6	0.479939	0.856511
11	6	0.295828	0.872004
12	6	0.190480	0.610201
13	6	0.129897	0.407735
14	6	0.096594	0.234929
15	6	0.081783	0.076812

0	7	0.029051	-0.083166
1	7	0.034420	-0.255851
2	7	0.046453	-0.449457
3	7	0.067950	-0.684786
4	7	0.102818	-0.994700
5	7	0.150310	-0.957201
6	7	0.168792	-0.550284
7	7	0.179769	-0.179769
8	7	0.179769	0.179769
9	7	0.168792	0.550284
10	7	0.150310	0.957201
11	7	0.102818	0.994700
12	7	0.067950	0.684786
13	7	0.046453	0.449457
14	7	0.034420	0.255851
15	7	0.029051	0.083166

0	8	-0.029051	-0.083166
1	8	-0.034420	-0.255851
2	8	-0.046453	-0.449457
3	8	-0.067950	-0.684786
4	8	-0.102818	-0.994700
5	8	-0.150310	-0.957201
6	8	-0.168792	-0.550284
7	8	-0.179769	-0.179769
8	8	-0.179769	0.179769
9	8	-0.168792	0.550284
10	8	-0.150310	0.957201
11	8	-0.102818	0.994700
12	8	-0.067950	0.684786
13	8	-0.046453	0.449457
14	8	-0.034420	0.255851
15	8	-0.029051	0.083166

0	9	-0.081783	-0.076812
1	9	-0.096594	-0.234929
2	9	-0.129897	-0.407735
3	9	-0.190480	-0.610201
4	9	-0.295828	-0.872004
5	9	-0.479939	-0.856511
6	9	-0.513881	-0.513881
7	9	-0.550284	-0.168792
8	9	-0.550284	0.168792
9	9	-0.513881	0.513881
10	9	-0.479939	0.856511
11	9	-0.295828	0.872004
12	9	-0.190480	0.610201
13	9	-0.129897	0.407735
14	9	-0.096594	0.234929
15	9	-0.081783	0.076812

0	10	-0.119705	-0.065965
1	10	-0.140276	-0.199319
2	10	-0.186062	-0.336354
3	10	-0.268244	-0.476278
4	10	-0.410074	-0.606127
5	10	-0.662478	-0.662478
6	10	-0.856511	-0.479939
7	10	-0.957201	-0.150310
8	10	-0.957201	0.150310
9	10	-0.856511	0.479939
10	10	-0.662478	0.662478
11	10	-0.410074	0.606127
12	10	-0.268244	0.476278
13	10	-0.186062	0.336354
14	10	-0.140276	0.199319
15	10	-0.119705	0.065965

0	11	-0.137054	-0.053693
1	11	-0.158745	-0.160029
2	11	-0.205830	-0.262082
3	11	-0.286359	-0.352431
4	11	-0.413748	-0.413748
5	11	-0.606127	-0.410074
6	11	-0.872004	-0.295828
7	11	-0.994700	-0.102818
8	11	-0.994700	0.102818
9	11	-0.872004	0.295828
10	11	-0.606127	0.410074
11	11	-0.413748	0.413748
12	11	-0.286359	0.352431
13	11	-0.205830	0.262082
14	11	-0.158745	0.160029
15	11	-0.137054	0.053693

0	12	-0.132714	-0.042473
1	12	-0.151819	-0.125020
2	12	-0.192153	-0.199516
3	12	-0.257615	-0.257615
4	12	-0.352431	-0.286359
5	12	-0.476278	-0.268244
6	12	-0.610201	-0.190480
7	12	-0.684786	-0.067950
8	12	-0.684786	0.067950
9	12	-0.610201	0.190480
10	12	-0.476278	0.268244
11	12	-0.352431	0.286359
12	12	-0.257615	0.257615
13	12	-0.192153	0.199516
14	12	-0.151819	0.125020
15	12	-0.132714	0.042473

0	13	-0.109268	-0.033653
1	13	-0.123664	-0.098061
2	13	-0.153348	-0.153348
3	13	-0.199516	-0.192153
4	13	-0.262082	-0.205830
5	13	-0.336354	-0.186062
6	13	-0.407735	-0.129897
7	13	-0.449457	-0.046453
8	13	-0.449457	0.046453
9	13	-0.407735	0.129897
10	13	-0.336354	0.186062
11	13	-0.262082	0.205830
12	13	-0.199516	0.192153
13	13	-0.153348	0.153348
14	13	-0.123664	0.098061
15	13	-0.109268	0.033653

0	14	-0.071426	-0.027733
1	14	-0.080221	-0.080221
2	14	-0.098061	-0.123664
3	14	-0.125020	-0.151819
4	14	-0.160029	-0.158745
5	14	-0.199319	-0.140276
6	14	-0.234929	-0.096594
7	14	-0.255851	-0.034420
8	14	-0.255851	0.034420
9	14	-0.234929	0.096594
10	14	-0.199319	0.140276
11	14	-0.160029	0.158745
12	14	-0.125020	0.151819
13	14	-0.098061	0.123664
14	14	-0.080221	0.080221
15	14	-0.071426	0.027733

0	15	-0.024790	-0.024790
1	15	-0.027733	-0.071426
2	15	-0.033653	-0.109268
3	15	-0.042473	-0.132714
